Titre,Description,Paramètres,Status,Réponse
,Étudiant inscrit Lenovo Charles,"{""nomNaissance"":""Lenovo"",""prenoms"":[""Charles""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""67482""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Lenovo"",
      ""prenom"": ""Charles"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""LETERIEN"",""prenoms"":[""Clémentine""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99404""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""LETERIEN"",
      ""prenom"": ""Clémentine"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-01-01"",
        ""date_fin"": ""2025-11-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75006"",
        ""etablissement_etudes"": {
          ""uai"": ""0292973W"",
          ""nom"": ""Université Paris Cité""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""DE JEAN"",""prenoms"":[""LUC""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""99352""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""DE JEAN"",
      ""prenom"": ""LUC"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-01-01"",
        ""date_fin"": ""2025-11-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75006"",
        ""etablissement_etudes"": {
          ""uai"": ""0292973W"",
          ""nom"": ""Université Paris Cité""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Lunette Zahid,"{""nomNaissance"":""Lunette"",""prenoms"":[""Zahid""],""anneeDateNaissance"":2000,""moisDateNaissance"":12,""jourDateNaissance"":7,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""99241""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Lunette"",
      ""prenom"": ""Zahid"",
      ""date_naissance"": ""2000-12-07""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2026-12-01"",
        ""date_fin"": ""2027-03-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""MAYVILLE"",""prenoms"":[""TINA""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""MAYVILLE"",
      ""prenom"": ""Tina"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-07-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0366313W"",
          ""nom"": ""ESCG""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""MEDIZ"",""prenoms"":[""Louis""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""MEDIZ"",
      ""prenom"": ""Louis"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-07-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75006"",
        ""etablissement_etudes"": {
          ""uai"": ""0292613W"",
          ""nom"": ""Université Paris Cité""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Etudiant inscrit,"{""nomNaissance"":""MONT-PARRAIN"",""prenoms"":[""Lisa""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""MONT-PARRAIN"",
      ""prenom"": ""Lisa"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-01-01"",
        ""date_fin"": ""2025-11-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75006"",
        ""etablissement_etudes"": {
          ""uai"": ""0292973W"",
          ""nom"": ""Université Paris Cité""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Nom Narjes,"{""nomNaissance"":""Nom"",""prenoms"":[""Narjes""],""anneeDateNaissance"":2006,""moisDateNaissance"":1,""jourDateNaissance"":6,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99424""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Nom"",
      ""prenom"": ""Narjes"",
      ""date_naissance"": ""2006-01-06""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-12-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Pereira Maoris,"{""nomNaissance"":""Pereira"",""prenoms"":[""Maoris""],""anneeDateNaissance"":2002,""moisDateNaissance"":8,""jourDateNaissance"":5,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""99131""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Pereira"",
      ""prenom"": ""Maoris"",
      ""date_naissance"": ""2002-08-05""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-10-10"",
        ""date_fin"": ""2025-10-10"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RAMSON ASSYA,"{""nomNaissance"":""RAMSON"",""prenoms"":[""ASSYA""],""anneeDateNaissance"":2001,""moisDateNaissance"":3,""jourDateNaissance"":12,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75112""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RAMSON"",
      ""prenom"": ""ASSYA"",
      ""date_naissance"": ""2001-03-12""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Randri Ishan,"{""nomNaissance"":""Randri"",""prenoms"":[""Ishan""],""anneeDateNaissance"":2003,""moisDateNaissance"":6,""jourDateNaissance"":17,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75112""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Randri"",
      ""prenom"": ""Ishan"",
      ""date_naissance"": ""2003-06-17""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR ARNAUD,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""ARNAUD""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""97206""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""ARNAUD"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR AUDE,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""AUDE""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""92073""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""AUDE"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2027-01-01"",
        ""date_fin"": ""2027-12-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR CORENTIN,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""CORENTIN""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""97120""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""CORENTIN"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR ELISE,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""ELISE""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75105""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""ELISE"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR FLAVIEN,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""FLAVIEN""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":15,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75110""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""FLAVIEN"",
      ""date_naissance"": ""2001-01-15""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR ISABELLE,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""ISABELLE""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":13,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""69123""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""ISABELLE"",
      ""date_naissance"": ""2001-01-13""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR NATHANAEL,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""NATHANAEL""],""anneeDateNaissance"":2000,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75111""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""NATHANAEL"",
      ""date_naissance"": ""2000-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR NOLAN,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""NOLAN""],""anneeDateNaissance"":2001,""moisDateNaissance"":6,""jourDateNaissance"":11,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""93010""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""NOLAN"",
      ""date_naissance"": ""2001-06-11""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-10-01"",
        ""date_fin"": ""2025-08-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR PAUL,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""PAUL""],""anneeDateNaissance"":2000,""moisDateNaissance"":9,""jourDateNaissance"":20,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""93010""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""PAUL"",
      ""date_naissance"": ""2000-09-20""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR PAULINE,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""PAULINE""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":20,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75113""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""PAULINE"",
      ""date_naissance"": ""2001-01-20""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit RLUHDEFKWR TERRENCE,"{""nomNaissance"":""RLUHDEFKWR"",""prenoms"":[""TERRENCE""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":10,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""59350""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""RLUHDEFKWR"",
      ""prenom"": ""TERRENCE"",
      ""date_naissance"": ""2001-01-10""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit ROBINHO BAPTISTE,"{""nomNaissance"":""ROBINHO"",""prenoms"":[""BAPTISTE""],""anneeDateNaissance"":2001,""moisDateNaissance"":1,""jourDateNaissance"":12,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""99139""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""ROBINHO"",
      ""prenom"": ""BAPTISTE"",
      ""date_naissance"": ""2001-01-12""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-06-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Ronaldo Marie Davida,"{""nomNaissance"":""Ronaldo"",""prenoms"":[""Marie Davida""],""anneeDateNaissance"":2001,""moisDateNaissance"":5,""jourDateNaissance"":16,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75111""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Ronaldo"",
      ""prenom"": ""Marie Davida"",
      ""date_naissance"": ""2001-05-16""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Sales Lisa,"{""nomNaissance"":""Sales"",""prenoms"":[""Lisa""],""anneeDateNaissance"":2000,""moisDateNaissance"":2,""jourDateNaissance"":12,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""97120""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Sales"",
      ""prenom"": ""Lisa"",
      ""date_naissance"": ""2000-02-12""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""YOLAN"",""prenoms"":[""JOHN""],""anneeDateNaissance"":2007,""moisDateNaissance"":1,""jourDateNaissance"":1,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75109""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""YOLAN"",
      ""prenom"": ""JOHN"",
      ""date_naissance"": ""2007-01-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-10-01"",
        ""date_fin"": ""2025-09-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0320613W"",
          ""nom"": ""ESCG""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit Zidane Hamid,"{""nomNaissance"":""Zidane"",""prenoms"":[""Hamid""],""anneeDateNaissance"":2005,""moisDateNaissance"":12,""jourDateNaissance"":13,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""97206""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Zidane"",
      ""prenom"": ""Hamid"",
      ""date_naissance"": ""2005-12-13""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-10-01"",
        ""date_fin"": ""2026-07-30"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation initiale"",
          ""code"": ""RF1""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant formation continue AUTORBB DAVID,"{""nomNaissance"":""AUTORBB"",""prenoms"":[""DAVID""],""anneeDateNaissance"":2001,""moisDateNaissance"":2,""jourDateNaissance"":5,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""99241""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""AUTORBB"",
      ""prenom"": ""DAVID"",
      ""date_naissance"": ""2001-02-05""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-12-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation continue"",
          ""code"": ""RF5""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant formation continue Capeta Ana,"{""nomNaissance"":""Capeta"",""prenoms"":[""Ana""],""anneeDateNaissance"":2001,""moisDateNaissance"":5,""jourDateNaissance"":30,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""99208""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""Capeta"",
      ""prenom"": ""Ana"",
      ""date_naissance"": ""2001-05-30""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2025-09-01"",
        ""date_fin"": ""2026-12-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation continue"",
          ""code"": ""RF5""
        },
        ""code_cog_insee_commune"": ""75009"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": ""Université Paris Nanterre""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
,Étudiant inscrit,"{""nomNaissance"":""COLONEL"",""prenoms"":[""Jean""],""anneeDateNaissance"":2005,""moisDateNaissance"":8,""jourDateNaissance"":1,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""78646""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom_naissance"": ""COLONEL"",
      ""prenom"": ""Jean"",
      ""date_naissance"": ""2005-08-01""
    },
    ""admissions"": [
      {
        ""date_debut"": ""2024-09-01"",
        ""date_fin"": ""2025-07-31"",
        ""est_inscrit"": true,
        ""regime_formation"": {
          ""libelle"": ""formation continue"",
          ""code"": ""RF5""
        },
        ""code_cog_insee_commune"": ""93430"",
        ""etablissement_etudes"": {
          ""uai"": ""0331023W"",
          ""nom"": "" Université Sorbonne Paris Nord""
        }
      }
    ]
  },
  ""links"": {},
  ""meta"": {}
}"
